holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,days,traffic_volume
None,268.039,0,0,8,Clear,sky is clear,2/16/2017 4:00,Thursday,933
None,268.381,0,0,24,Clouds,few clouds,2/16/2017 5:00,Thursday,2755
None,268.381,0,0,24,Clouds,few clouds,2/16/2017 6:00,Thursday,5721
None,268.381,0,0,24,Clouds,few clouds,2/16/2017 7:00,Thursday,6888
None,270.471,0,0,20,Clouds,few clouds,2/16/2017 8:00,Thursday,6137
None,270.471,0,0,20,Clouds,few clouds,2/16/2017 9:00,Thursday,5040
None,270.471,0,0,20,Clouds,few clouds,2/16/2017 10:00,Thursday,4510
None,276.269,0,0,68,Clouds,broken clouds,2/16/2017 11:00,Thursday,4739
None,276.269,0,0,68,Clouds,broken clouds,2/16/2017 12:00,Thursday,4864
None,276.269,0,0,68,Clouds,broken clouds,2/16/2017 13:00,Thursday,5039
None,279.555,0,0,76,Clouds,broken clouds,2/16/2017 14:00,Thursday,5365
None,279.555,0,0,76,Clouds,broken clouds,2/16/2017 15:00,Thursday,5681
None,279.555,0,0,76,Clouds,broken clouds,2/16/2017 16:00,Thursday,6564
None,276.83,0,0,20,Clouds,few clouds,2/16/2017 17:00,Thursday,6273
None,276.83,0,0,20,Clouds,few clouds,2/16/2017 18:00,Thursday,4663
None,276.83,0,0,20,Clouds,few clouds,2/16/2017 19:00,Thursday,3399
None,273.774,0,0,12,Clouds,few clouds,2/16/2017 20:00,Thursday,2934
None,273.774,0,0,12,Clouds,few clouds,2/16/2017 21:00,Thursday,3283
None,273.774,0,0,12,Clouds,few clouds,2/16/2017 22:00,Thursday,3751
None,272.589,0,0,0,Clear,Sky is Clear,2/16/2017 23:00,Thursday,1319
None,272.589,0,0,0,Clear,Sky is Clear,2/17/2017 0:00,Friday,692
None,272.589,0,0,0,Clear,Sky is Clear,2/17/2017 1:00,Friday,402
None,270.756,0,0,0,Clear,Sky is Clear,2/17/2017 2:00,Friday,325
None,270.756,0,0,0,Clear,Sky is Clear,2/17/2017 3:00,Friday,349
None,270.756,0,0,0,Clear,Sky is Clear,2/17/2017 4:00,Friday,828
None,269.97900000000004,0,0,0,Clear,Sky is Clear,2/17/2017 5:00,Friday,2577
None,269.97900000000004,0,0,0,Clear,Sky is Clear,2/17/2017 6:00,Friday,5465
None,269.97900000000004,0,0,0,Clear,Sky is Clear,2/17/2017 7:00,Friday,6370
None,275.153,0,0,0,Clear,Sky is Clear,2/17/2017 8:00,Friday,5960
None,275.153,0,0,0,Clear,Sky is Clear,2/17/2017 9:00,Friday,5207
None,276.411,0,0,0,Clear,Sky is Clear,2/17/2017 10:00,Friday,4841
None,286.372,0,0,0,Clear,Sky is Clear,2/17/2017 11:00,Friday,5259
None,286.372,0,0,0,Clear,Sky is Clear,2/17/2017 12:00,Friday,5385
None,286.372,0,0,0,Clear,Sky is Clear,2/17/2017 13:00,Friday,5351
None,288.567,0,0,0,Clear,Sky is Clear,2/17/2017 14:00,Friday,5474
None,288.567,0,0,0,Clear,Sky is Clear,2/17/2017 15:00,Friday,5955
None,288.567,0,0,0,Clear,Sky is Clear,2/17/2017 16:00,Friday,6571
None,283.808,0,0,0,Clear,Sky is Clear,2/17/2017 17:00,Friday,5633
None,283.808,0,0,0,Clear,Sky is Clear,2/17/2017 18:00,Friday,5000
None,283.808,0,0,0,Clear,Sky is Clear,2/17/2017 19:00,Friday,3915
None,279.514,0,0,8,Clear,sky is clear,2/17/2017 20:00,Friday,3199
None,279.514,0,0,8,Clear,sky is clear,2/17/2017 21:00,Friday,3124
None,279.514,0,0,8,Clear,sky is clear,2/17/2017 22:00,Friday,2576
None,276.608,0,0,0,Clear,Sky is Clear,2/17/2017 23:00,Friday,1813
None,276.608,0,0,0,Clear,Sky is Clear,2/18/2017 0:00,Saturday,1230
None,276.608,0,0,0,Clear,Sky is Clear,2/18/2017 1:00,Saturday,749
None,274.666,0,0,0,Clear,Sky is Clear,2/18/2017 2:00,Saturday,610
None,274.666,0,0,0,Clear,Sky is Clear,2/18/2017 3:00,Saturday,369
None,274.666,0,0,0,Clear,Sky is Clear,2/18/2017 4:00,Saturday,380
None,272.936,0,0,0,Clear,Sky is Clear,2/18/2017 5:00,Saturday,608
None,272.936,0,0,0,Clear,Sky is Clear,2/18/2017 6:00,Saturday,1179
None,272.936,0,0,0,Clear,Sky is Clear,2/18/2017 7:00,Saturday,1952
None,274.941,0,0,0,Clear,Sky is Clear,2/18/2017 8:00,Saturday,3050
None,274.941,0,0,0,Clear,Sky is Clear,2/18/2017 9:00,Saturday,3754
None,276.276,0,0,24,Clouds,few clouds,2/18/2017 10:00,Saturday,4329
None,283.492,0,0,8,Clear,sky is clear,2/18/2017 11:00,Saturday,4663
None,283.492,0,0,8,Clear,sky is clear,2/18/2017 12:00,Saturday,5114
None,283.492,0,0,8,Clear,sky is clear,2/18/2017 13:00,Saturday,5114
None,286.77,0,0,0,Clear,Sky is Clear,2/18/2017 14:00,Saturday,5255
None,286.77,0,0,0,Clear,Sky is Clear,2/18/2017 15:00,Saturday,4719
None,286.77,0,0,0,Clear,Sky is Clear,2/18/2017 16:00,Saturday,4912
None,282.231,0,0,32,Clouds,scattered clouds,2/18/2017 17:00,Saturday,4871
None,282.231,0,0,32,Clouds,scattered clouds,2/18/2017 18:00,Saturday,4525
None,282.231,0,0,32,Clouds,scattered clouds,2/18/2017 19:00,Saturday,3742
None,276.249,0,0,20,Clouds,few clouds,2/18/2017 20:00,Saturday,2887
None,276.249,0,0,20,Clouds,few clouds,2/18/2017 21:00,Saturday,3219
None,276.249,0,0,20,Clouds,few clouds,2/18/2017 22:00,Saturday,4272
None,274.17,0,0,8,Clear,sky is clear,2/18/2017 23:00,Saturday,2177
None,274.17,0,0,8,Clear,sky is clear,2/19/2017 0:00,Sunday,1587
None,274.17,0,0,8,Clear,sky is clear,2/19/2017 1:00,Sunday,952
None,272.296,0,0,12,Clouds,few clouds,2/19/2017 2:00,Sunday,814
None,272.296,0,0,12,Clouds,few clouds,2/19/2017 3:00,Sunday,453
None,272.296,0,0,12,Clouds,few clouds,2/19/2017 4:00,Sunday,402
None,272.135,0,0,36,Clouds,scattered clouds,2/19/2017 5:00,Sunday,566
None,272.135,0,0,36,Clouds,scattered clouds,2/19/2017 6:00,Sunday,983
None,272.135,0,0,36,Clouds,scattered clouds,2/19/2017 7:00,Sunday,1293
None,277.671,0,0,64,Clouds,broken clouds,2/19/2017 8:00,Sunday,2001
None,277.671,0,0,64,Clouds,broken clouds,2/19/2017 9:00,Sunday,2925
None,277.671,0,0,64,Clouds,broken clouds,2/19/2017 10:00,Sunday,3722
None,286.724,0,0,20,Clouds,few clouds,2/19/2017 11:00,Sunday,4179
None,286.724,0,0,20,Clouds,few clouds,2/19/2017 12:00,Sunday,4608
None,286.724,0,0,20,Clouds,few clouds,2/19/2017 13:00,Sunday,4821
None,287.865,0,0,68,Clouds,broken clouds,2/19/2017 14:00,Sunday,4813
None,287.865,0,0,68,Clouds,broken clouds,2/19/2017 15:00,Sunday,4808
None,287.865,0,0,68,Clouds,broken clouds,2/19/2017 16:00,Sunday,5012
None,286.267,0,0,88,Clouds,overcast clouds,2/19/2017 17:00,Sunday,4566
None,286.267,0,0,88,Clouds,overcast clouds,2/19/2017 18:00,Sunday,3843
None,286.267,0,0,88,Clouds,overcast clouds,2/19/2017 19:00,Sunday,3109
None,285.215,0,0,48,Clouds,scattered clouds,2/19/2017 20:00,Sunday,2516
None,285.215,0,0,48,Clouds,scattered clouds,2/19/2017 21:00,Sunday,2263
None,285.215,0,0,48,Clouds,scattered clouds,2/19/2017 22:00,Sunday,1580
None,285.059,0,0,68,Clouds,broken clouds,2/19/2017 23:00,Sunday,1030
Washingtons Birthday,285.059,0,0,68,Clouds,broken clouds,2/20/2017 0:00,Monday,629
None,285.059,0,0,68,Clouds,broken clouds,2/20/2017 1:00,Monday,377
None,285.122,0,0,64,Clouds,broken clouds,2/20/2017 2:00,Monday,298
None,285.122,0,0,64,Clouds,broken clouds,2/20/2017 3:00,Monday,303
None,285.122,0,0,64,Clouds,broken clouds,2/20/2017 4:00,Monday,737
None,285.422,0,0,68,Clouds,broken clouds,2/20/2017 5:00,Monday,2395
None,285.422,0,0,68,Clouds,broken clouds,2/20/2017 6:00,Monday,4705
None,285.422,0,0,68,Clouds,broken clouds,2/20/2017 7:00,Monday,4948
None,286.832,0,0,88,Clouds,overcast clouds,2/20/2017 8:00,Monday,4929
None,286.832,0,0,88,Clouds,overcast clouds,2/20/2017 9:00,Monday,4356
None,286.399,0,0,88,Clouds,overcast clouds,2/20/2017 10:00,Monday,4016
None,286.832,0,0,92,Rain,light rain,2/20/2017 11:00,Monday,4365
None,286.832,0,0,92,Rain,light rain,2/20/2017 12:00,Monday,4313
None,286.832,0,0,92,Rain,light rain,2/20/2017 13:00,Monday,4294
None,286.557,0,0,92,Rain,moderate rain,2/20/2017 14:00,Monday,4411
None,286.557,0,0,92,Rain,moderate rain,2/20/2017 15:00,Monday,4567
None,286.557,0,0,92,Rain,moderate rain,2/20/2017 16:00,Monday,5107
None,286.548,0,0,92,Rain,light rain,2/20/2017 17:00,Monday,4930
None,286.548,0,0,92,Rain,light rain,2/20/2017 18:00,Monday,3779
None,286.548,0,0,92,Rain,light rain,2/20/2017 19:00,Monday,2804
None,282.47,0,0,68,Rain,light rain,2/20/2017 20:00,Monday,2367
None,282.47,0,0,68,Rain,light rain,2/20/2017 21:00,Monday,2245
None,282.47,0,0,68,Rain,light rain,2/20/2017 22:00,Monday,2474
None,278.422,0,0,0,Clear,Sky is Clear,2/20/2017 23:00,Monday,1133
None,278.422,0,0,0,Clear,Sky is Clear,2/21/2017 0:00,Tuesday,619
None,278.422,0,0,0,Clear,Sky is Clear,2/21/2017 1:00,Tuesday,372
None,275.368,0,0,0,Clear,Sky is Clear,2/21/2017 2:00,Tuesday,358
None,273.84,0,0,1,Fog,fog,2/21/2017 9:00,Tuesday,5252
None,273.84,0,0,1,Mist,mist,2/21/2017 9:00,Tuesday,5252
None,273.84,0,0,1,Snow,light snow,2/21/2017 9:00,Tuesday,5252
None,275.29,0,0,40,Mist,mist,2/21/2017 10:00,Tuesday,3830
None,275.29,0,0,40,Fog,fog,2/21/2017 10:00,Tuesday,3830
None,277.64,0,0,40,Mist,mist,2/21/2017 11:00,Tuesday,4621
None,277.64,0,0,40,Fog,fog,2/21/2017 11:00,Tuesday,4621
None,280.58,0,0,1,Mist,mist,2/21/2017 12:00,Tuesday,4938
None,284.67,0,0,40,Clouds,scattered clouds,2/21/2017 13:00,Tuesday,4694
None,286.72,0,0,1,Clear,sky is clear,2/21/2017 14:00,Tuesday,5186
None,288.51,0,0,75,Clouds,broken clouds,2/21/2017 15:00,Tuesday,5729
None,288.86,0,0,75,Clouds,broken clouds,2/21/2017 16:00,Tuesday,6960
None,288.23,0,0,75,Clouds,broken clouds,2/21/2017 17:00,Tuesday,6301
None,287.16,0,0,75,Clouds,broken clouds,2/21/2017 18:00,Tuesday,4569
None,285.09,0,0,75,Clouds,broken clouds,2/21/2017 19:00,Tuesday,3310
None,283.76,0,0,1,Clear,sky is clear,2/21/2017 20:00,Tuesday,2828
None,282.62,0,0,20,Clouds,few clouds,2/21/2017 21:00,Tuesday,3436
None,281.43,0,0,1,Clear,sky is clear,2/21/2017 22:00,Tuesday,3237
None,279.66,0,0,1,Mist,mist,2/21/2017 23:00,Tuesday,1169
None,278.8,0,0,1,Mist,mist,2/22/2017 0:00,Wednesday,625
None,277.96,0,0,1,Mist,mist,2/22/2017 1:00,Wednesday,379
None,277.96,0,0,1,Fog,fog,2/22/2017 1:00,Wednesday,379
None,276.66,0,0,1,Mist,mist,2/22/2017 2:00,Wednesday,313
None,276.66,0,0,1,Fog,fog,2/22/2017 2:00,Wednesday,313
None,276.16,0,0,90,Fog,fog,2/22/2017 3:00,Wednesday,372
None,276.16,0,0,90,Mist,mist,2/22/2017 3:00,Wednesday,372
None,276.09,0,0,1,Mist,mist,2/22/2017 4:00,Wednesday,869
None,276.09,0,0,1,Rain,light rain,2/22/2017 4:00,Wednesday,869
None,276.09,0,0,1,Fog,fog,2/22/2017 4:00,Wednesday,869
None,277.02,0,0,1,Mist,mist,2/22/2017 5:00,Wednesday,2622
None,277.02,0,0,1,Drizzle,light intensity drizzle,2/22/2017 5:00,Wednesday,2622
None,277.02,0,0,1,Fog,fog,2/22/2017 5:00,Wednesday,2622
None,277.02,0,0,1,Rain,light rain,2/22/2017 5:00,Wednesday,2622
None,277.15,0,0,1,Mist,mist,2/22/2017 6:00,Wednesday,5423
None,277.15,0,0,1,Fog,fog,2/22/2017 6:00,Wednesday,5423
None,276.37,0,0,90,Mist,mist,2/22/2017 7:00,Wednesday,6094
None,275.68,0,0,90,Mist,mist,2/22/2017 8:00,Wednesday,5732
None,275.68,0,0,90,Fog,fog,2/22/2017 8:00,Wednesday,5732
None,277.35,0,0,90,Fog,fog,2/22/2017 9:00,Wednesday,4933
None,277.35,0,0,90,Mist,mist,2/22/2017 9:00,Wednesday,4933
None,278.89,0,0,75,Mist,mist,2/22/2017 10:00,Wednesday,4215
None,278.89,0,0,75,Drizzle,light intensity drizzle,2/22/2017 10:00,Wednesday,4215
None,279.82,0,0,90,Mist,mist,2/22/2017 11:00,Wednesday,4584
None,279.82,0,0,90,Rain,moderate rain,2/22/2017 11:00,Wednesday,4584
None,281.55,0,0,75,Haze,haze,2/22/2017 12:00,Wednesday,4808
None,281.55,0,0,75,Mist,mist,2/22/2017 12:00,Wednesday,4808
None,282.29,0,0,75,Haze,haze,2/22/2017 13:00,Wednesday,4779
None,282.29,0,0,75,Rain,light rain,2/22/2017 13:00,Wednesday,4779
None,284.01,0,0,75,Mist,mist,2/22/2017 14:00,Wednesday,5052
None,285.29,0,0,1,Clear,sky is clear,2/22/2017 15:00,Wednesday,5492
None,286.02,0,0,75,Clouds,broken clouds,2/22/2017 16:00,Wednesday,6359
None,285.56,0,0,75,Clouds,broken clouds,2/22/2017 17:00,Wednesday,5839
None,283.59,0,0,90,Haze,haze,2/22/2017 18:00,Wednesday,4524
None,283.59,0,0,90,Mist,mist,2/22/2017 18:00,Wednesday,4524
None,282.09,0,0,75,Haze,haze,2/22/2017 19:00,Wednesday,3289
None,282.09,0,0,75,Fog,fog,2/22/2017 19:00,Wednesday,3289
None,280.49,0,0,90,Mist,mist,2/22/2017 20:00,Wednesday,2826
None,279.38,0,0,90,Rain,light rain,2/22/2017 21:00,Wednesday,2836
None,277.95,0,0,90,Clouds,overcast clouds,2/22/2017 22:00,Wednesday,2517
None,277.22,0,0,90,Clouds,overcast clouds,2/22/2017 23:00,Wednesday,1276
None,276.08,0,0,90,Clouds,overcast clouds,2/23/2017 0:00,Thursday,555
None,275.43,0,0,90,Mist,mist,2/23/2017 1:00,Thursday,428
None,275.22,0,0,90,Clouds,overcast clouds,2/23/2017 2:00,Thursday,304
None,275.03,0,0,90,Clouds,overcast clouds,2/23/2017 3:00,Thursday,465
None,274.28,0,0,90,Clouds,overcast clouds,2/23/2017 4:00,Thursday,1008
None,273.78,0,0,90,Clouds,overcast clouds,2/23/2017 5:00,Thursday,2809
None,273.29,0,0,1,Clear,sky is clear,2/23/2017 6:00,Thursday,6054
None,272.78,0,0,40,Clouds,scattered clouds,2/23/2017 7:00,Thursday,7027
None,272.15,0,0,75,Clouds,broken clouds,2/23/2017 8:00,Thursday,6383
None,272.55,0,0,75,Clouds,broken clouds,2/23/2017 9:00,Thursday,5403
None,273.01,0,0,40,Clouds,scattered clouds,2/23/2017 10:00,Thursday,4885
None,273.62,0,0,40,Clouds,scattered clouds,2/23/2017 11:00,Thursday,4988
None,274.49,0,0,75,Clouds,broken clouds,2/23/2017 12:00,Thursday,5232
None,274.62,0,0,90,Clouds,overcast clouds,2/23/2017 13:00,Thursday,5303
None,274.47,0,0,90,Clouds,overcast clouds,2/23/2017 14:00,Thursday,5500
None,273.91,0,0,90,Clouds,overcast clouds,2/23/2017 15:00,Thursday,6165
None,273.42,0,0,90,Clouds,overcast clouds,2/23/2017 16:00,Thursday,7154
None,272.95,0,0,90,Clouds,overcast clouds,2/23/2017 17:00,Thursday,6257
None,272.84,0,0,90,Clouds,overcast clouds,2/23/2017 18:00,Thursday,4860
None,272.58,0,0,90,Clouds,overcast clouds,2/23/2017 19:00,Thursday,3594
None,272.29,0,0,75,Clouds,broken clouds,2/23/2017 20:00,Thursday,3210
None,271.87,0,0,40,Clouds,scattered clouds,2/23/2017 21:00,Thursday,2716
None,271.84,0,0,90,Clouds,overcast clouds,2/23/2017 22:00,Thursday,1956
None,271.72,0,0,90,Clouds,overcast clouds,2/23/2017 23:00,Thursday,1135
None,271.62,0,0,90,Snow,light snow,2/24/2017 0:00,Friday,696
None,271.29,0,0,40,Snow,light snow,2/24/2017 1:00,Friday,338
None,271.09,0,0,90,Snow,light snow,2/24/2017 2:00,Friday,293
None,270.95,0,0,75,Snow,light snow,2/24/2017 3:00,Friday,334
None,270.69,0,0,75,Snow,snow,2/24/2017 4:00,Friday,792
None,270.09,0,0,75,Snow,snow,2/24/2017 5:00,Friday,2391
None,269.69,0,0,75,Snow,light snow,2/24/2017 6:00,Friday,4933
None,269.69,0,0,90,Snow,light snow,2/24/2017 7:00,Friday,5678
None,269.49,0,0,90,Snow,light snow,2/24/2017 8:00,Friday,5201
None,269.42,0,0,90,Snow,light snow,2/24/2017 9:00,Friday,4722
None,269.62,0,0,90,Snow,light snow,2/24/2017 10:00,Friday,4130
None,269.62,0,0,90,Snow,light snow,2/24/2017 11:00,Friday,4363
None,269.88,0,0,90,Haze,haze,2/24/2017 12:00,Friday,4747
None,269.88,0,0,90,Snow,snow,2/24/2017 12:00,Friday,4747
None,269.82,0,0,90,Snow,light snow,2/24/2017 13:00,Friday,4825
None,269.82,0,0,90,Haze,haze,2/24/2017 13:00,Friday,4825
None,270.15,0,0,90,Snow,light snow,2/24/2017 14:00,Friday,5111
None,269.95,0,0,1,Snow,light snow,2/24/2017 15:00,Friday,5505
None,270.15,0,0,1,Snow,light snow,2/24/2017 16:00,Friday,6215
None,269.82,0,0,1,Clear,sky is clear,2/24/2017 17:00,Friday,5868
None,269.55,0,0,90,Clouds,overcast clouds,2/24/2017 18:00,Friday,4886
None,268.95,0,0,1,Clear,sky is clear,2/24/2017 19:00,Friday,3447
None,268.4,0,0,75,Clouds,broken clouds,2/24/2017 20:00,Friday,2900
None,268.02,0,0,75,Clouds,broken clouds,2/24/2017 21:00,Friday,2949
None,267.86,0,0,1,Clear,sky is clear,2/24/2017 22:00,Friday,2402
None,267.28,0,0,1,Clear,sky is clear,2/24/2017 23:00,Friday,1665
None,267.02,0,0,1,Clear,sky is clear,2/25/2017 0:00,Saturday,1087
None,266.35,0,0,1,Clear,sky is clear,2/25/2017 1:00,Saturday,655
None,265.49,0,0,1,Clear,sky is clear,2/25/2017 2:00,Saturday,609
None,264.95,0,0,1,Clear,sky is clear,2/25/2017 3:00,Saturday,396
None,264.62,0,0,1,Clear,sky is clear,2/25/2017 4:00,Saturday,643
None,264.09,0,0,1,Clear,sky is clear,2/25/2017 5:00,Saturday,1036
None,263.65,0,0,1,Clear,sky is clear,2/25/2017 6:00,Saturday,1449
None,263.34,0,0,1,Clear,sky is clear,2/25/2017 7:00,Saturday,2060
None,263.4,0,0,1,Clear,sky is clear,2/25/2017 8:00,Saturday,2985
None,264.41,0,0,5,Clear,sky is clear,2/25/2017 9:00,Saturday,3861
None,266.08,0,0,1,Clear,sky is clear,2/25/2017 10:00,Saturday,4256
None,268.14,0,0,5,Clear,sky is clear,2/25/2017 11:00,Saturday,4784
None,270.08,0,0,20,Clouds,few clouds,2/25/2017 12:00,Saturday,5280
None,271.15,0,0,1,Clear,sky is clear,2/25/2017 13:00,Saturday,5213
None,272.64,0,0,40,Clouds,scattered clouds,2/25/2017 14:00,Saturday,4905
None,273.15,0,0,90,Clouds,overcast clouds,2/25/2017 15:00,Saturday,4804
None,273.55,0,0,90,Clouds,overcast clouds,2/25/2017 16:00,Saturday,4771
None,272.9,0,0,90,Clouds,overcast clouds,2/25/2017 17:00,Saturday,4655
None,273.15,0,0,90,Clouds,overcast clouds,2/25/2017 18:00,Saturday,4636
None,272.79,0,0,90,Clouds,overcast clouds,2/25/2017 19:00,Saturday,3450
None,272.22,0,0,40,Clouds,scattered clouds,2/25/2017 20:00,Saturday,2906
None,270.65,0,0,40,Clouds,scattered clouds,2/25/2017 21:00,Saturday,3234
None,270.35,0,0,1,Clear,sky is clear,2/25/2017 22:00,Saturday,2596
None,269.75,0,0,1,Clear,sky is clear,2/25/2017 23:00,Saturday,1943
None,269.65,0,0,1,Clear,sky is clear,2/26/2017 0:00,Sunday,1298
None,269.59,0,0,40,Clouds,scattered clouds,2/26/2017 1:00,Sunday,805
None,269.52,0,0,75,Snow,light snow,2/26/2017 2:00,Sunday,602
None,269.34,0,0,90,Snow,light snow,2/26/2017 3:00,Sunday,396
None,269.34,0,0,90,Snow,light snow,2/26/2017 4:00,Sunday,643
None,269.61,0,0,75,Clouds,broken clouds,2/26/2017 5:00,Sunday,955
None,269.09,0,0,75,Clouds,broken clouds,2/26/2017 6:00,Sunday,1302
None,268.59,0,0,75,Clouds,broken clouds,2/26/2017 7:00,Sunday,1815
None,268.81,0,0,75,Clouds,broken clouds,2/26/2017 8:00,Sunday,2591
None,269.81,0,0,75,Clouds,broken clouds,2/26/2017 9:00,Sunday,3327
None,271.27,0,0,40,Snow,light snow,2/26/2017 10:00,Sunday,3659
None,273.46,0,0,75,Clouds,broken clouds,2/26/2017 11:00,Sunday,4149
None,274.35,0,0,90,Clouds,overcast clouds,2/26/2017 12:00,Sunday,4475
None,275.35,0,0,75,Clouds,broken clouds,2/26/2017 13:00,Sunday,4676
None,275.83,0,0,40,Clouds,scattered clouds,2/26/2017 14:00,Sunday,4527
None,275.34,0,0,1,Clear,sky is clear,2/26/2017 15:00,Sunday,4266
None,275.09,0,0,20,Clouds,few clouds,2/26/2017 16:00,Sunday,4329
None,274.35,0,0,1,Clear,sky is clear,2/26/2017 17:00,Sunday,4095
None,273.09,0,0,5,Clear,sky is clear,2/26/2017 18:00,Sunday,3679
None,271.96,0,0,1,Clear,sky is clear,2/26/2017 19:00,Sunday,2951
None,270.69,0,0,1,Clear,sky is clear,2/26/2017 20:00,Sunday,2447
None,270.29,0,0,1,Clear,sky is clear,2/26/2017 21:00,Sunday,2028
None,270.49,0,0,90,Clouds,overcast clouds,2/26/2017 22:00,Sunday,1464
None,270.95,0,0,90,Clouds,overcast clouds,2/26/2017 23:00,Sunday,1054
None,270.89,0,0,90,Clouds,overcast clouds,2/27/2017 0:00,Monday,576
None,271.02,0,0,75,Clouds,broken clouds,2/27/2017 1:00,Monday,338
None,270.34,0,0,90,Snow,light snow,2/27/2017 2:00,Monday,264
None,270.15,0,0,90,Snow,light snow,2/27/2017 3:00,Monday,307
None,270.08,0,0,90,Clouds,overcast clouds,2/27/2017 4:00,Monday,848
None,269.35,0,0,1,Clear,sky is clear,2/27/2017 5:00,Monday,2699
None,268.79,0,0,1,Clear,sky is clear,2/27/2017 6:00,Monday,5773
None,268.21,0,0,1,Clear,sky is clear,2/27/2017 7:00,Monday,6724
None,268.95,0,0,40,Clouds,scattered clouds,2/27/2017 8:00,Monday,6085
None,270.71,0,0,40,Clouds,scattered clouds,2/27/2017 9:00,Monday,5034
None,272.82,0,0,75,Clouds,broken clouds,2/27/2017 10:00,Monday,4397
None,275.08,0,0,1,Clear,sky is clear,2/27/2017 11:00,Monday,4340
None,278.22,0,0,40,Clouds,scattered clouds,2/27/2017 12:00,Monday,4802
None,278.58,0,0,75,Clouds,broken clouds,2/27/2017 13:00,Monday,4670
None,279.08,0,0,90,Clouds,overcast clouds,2/27/2017 14:00,Monday,5178
None,279.27,0,0,75,Clouds,broken clouds,2/27/2017 15:00,Monday,5681
None,279.27,0,0,75,Clouds,broken clouds,2/27/2017 16:00,Monday,6516
None,279.03,0,0,75,Clouds,broken clouds,2/27/2017 17:00,Monday,6028
None,277.88,0,0,75,Clouds,broken clouds,2/27/2017 18:00,Monday,4580
None,276.4,0,0,40,Clouds,scattered clouds,2/27/2017 19:00,Monday,3219
None,275.71,0,0,75,Clouds,broken clouds,2/27/2017 20:00,Monday,2647
None,275.35,0,0,75,Clouds,broken clouds,2/27/2017 21:00,Monday,2473
None,275.35,0,0,1,Clear,sky is clear,2/27/2017 22:00,Monday,3711
None,275.02,0,0,90,Clouds,overcast clouds,2/27/2017 23:00,Monday,1173
None,275.22,0,0,1,Clear,sky is clear,2/28/2017 0:00,Tuesday,601
None,275.15,0,0,75,Clouds,broken clouds,2/28/2017 1:00,Tuesday,362
None,275.95,0,0,90,Clouds,overcast clouds,2/28/2017 2:00,Tuesday,302
None,275.29,0,0,90,Clouds,overcast clouds,2/28/2017 3:00,Tuesday,335
None,275.34,0,0,90,Drizzle,light intensity drizzle,2/28/2017 4:00,Tuesday,864
None,275.34,0,0,90,Snow,light snow,2/28/2017 4:00,Tuesday,864
None,275.15,0,0,75,Clouds,broken clouds,2/28/2017 5:00,Tuesday,2740
None,274.96,0,0,90,Clouds,overcast clouds,2/28/2017 6:00,Tuesday,5768
None,275.15,0,0,90,Snow,light snow,2/28/2017 7:00,Tuesday,6109
None,275.15,0,0,90,Drizzle,light intensity drizzle,2/28/2017 7:00,Tuesday,6109
None,275.75,0,0,90,Clouds,overcast clouds,2/28/2017 8:00,Tuesday,6301
None,276.35,0,0,40,Clouds,scattered clouds,2/28/2017 9:00,Tuesday,5255
None,277.95,0,0,75,Clouds,broken clouds,2/28/2017 10:00,Tuesday,4532
None,278.88,0,0,40,Clouds,scattered clouds,2/28/2017 11:00,Tuesday,4798
None,278.89,0,0,40,Clouds,scattered clouds,2/28/2017 12:00,Tuesday,5029
None,279.29,0,0,40,Clouds,scattered clouds,2/28/2017 13:00,Tuesday,4957
None,279.36,0,0,75,Clouds,broken clouds,2/28/2017 14:00,Tuesday,5442
None,279.09,0,0,90,Snow,light snow,2/28/2017 15:00,Tuesday,5912
None,279.09,0,0,90,Rain,light rain,2/28/2017 15:00,Tuesday,5912
None,278.23,0,0,90,Snow,light snow,2/28/2017 16:00,Tuesday,6949
None,276.91,0,0,90,Drizzle,light intensity drizzle,2/28/2017 17:00,Tuesday,6365
None,276.91,0,0,90,Rain,moderate rain,2/28/2017 17:00,Tuesday,6365
None,276.91,0,0,90,Snow,light snow,2/28/2017 17:00,Tuesday,6365
None,275.91,0,0,90,Drizzle,light intensity drizzle,2/28/2017 18:00,Tuesday,4867
None,275.91,0,0,90,Snow,snow,2/28/2017 18:00,Tuesday,4867
None,275.09,0,0,90,Drizzle,light intensity drizzle,2/28/2017 19:00,Tuesday,3311
None,275.09,0,0,90,Snow,snow,2/28/2017 19:00,Tuesday,3311
None,274.42,0,0,90,Snow,light snow,2/28/2017 20:00,Tuesday,2971
None,273.71,0,0,90,Drizzle,light intensity drizzle,2/28/2017 21:00,Tuesday,2890
None,273.71,0,0,90,Mist,mist,2/28/2017 21:00,Tuesday,2890
None,273.71,0,0,90,Snow,light snow,2/28/2017 21:00,Tuesday,2890
None,273.28,0,0,90,Drizzle,light intensity drizzle,2/28/2017 22:00,Tuesday,2648
None,273.28,0,0,90,Mist,mist,2/28/2017 22:00,Tuesday,2648
None,273.28,0,0,90,Snow,light snow,2/28/2017 22:00,Tuesday,2648
None,272.84,0,0,90,Snow,light snow,2/28/2017 23:00,Tuesday,1141
None,272.84,0,0,90,Mist,mist,2/28/2017 23:00,Tuesday,1141
None,272.65,0,0,90,Haze,haze,3/1/2017 0:00,Wednesday,619
None,272.49,0,0,90,Mist,mist,3/1/2017 1:00,Wednesday,395
